Team,Conf,Season,Game,Home,Away,Points,Points Against,Date
Utah,Pac-12,2017,Utah vs Washington State,Utah,Washington State,25,33,2017-11-11T22:30:00.000Z
Texas A&M,SEC,2017,Texas A&M vs New Mexico,Texas A&M,New Mexico,55,14,2017-11-12T00:00:00.000Z
Mississippi State,SEC,2017,Mississippi State vs Alabama,Mississippi State,Alabama,24,31,2017-11-12T00:00:00.000Z
Missouri,SEC,2017,Missouri vs Tennessee,Missouri,Tennessee,50,17,2017-11-12T00:30:00.000Z
UCLA,Pac-12,2017,UCLA vs Arizona State,UCLA,Arizona State,44,37,2017-11-12T02:30:00.000Z
Arizona,Pac-12,2017,Arizona vs Oregon State,Arizona,Oregon State,49,28,2017-11-12T03:00:00.000Z
Auburn,SEC,2017,Auburn vs UL Monroe,Auburn,UL Monroe,42,14,2017-11-18T17:00:00.000Z
Alabama,SEC,2017,Alabama vs Mercer,Alabama,Mercer,56,0,2017-11-18T17:00:00.000Z
Arkansas,SEC,2017,Arkansas vs Mississippi State,Arkansas,Mississippi State,21,28,2017-11-18T17:00:00.000Z
Oregon State,Pac-12,2017,Oregon State vs Arizona State,Oregon State,Arizona State,24,40,2017-11-18T20:00:00.000Z
Georgia,SEC,2017,Georgia vs Kentucky,Georgia,Kentucky,42,13,2017-11-18T20:30:00.000Z
Florida,SEC,2017,Florida vs UAB,Florida,UAB,36,7,2017-11-18T21:00:00.000Z
South Carolina,SEC,2017,South Carolina vs Wofford,South Carolina,Wofford,31,10,2017-11-18T21:00:00.000Z
Tennessee,SEC,2017,Tennessee vs LSU,Tennessee,LSU,10,30,2017-11-19T00:00:00.000Z
Ole Miss,SEC,2017,Ole Miss vs Texas A&M,Ole Miss,Texas A&M,24,31,2017-11-19T00:00:00.000Z
Oregon,Pac-12,2017,Oregon vs Arizona,Oregon,Arizona,48,28,2017-11-19T00:00:00.000Z
Vanderbilt,SEC,2017,Vanderbilt vs Missouri,Vanderbilt,Missouri,17,45,2017-11-19T01:00:00.000Z
Stanford,Pac-12,2017,Stanford vs California,Stanford,California,17,14,2017-11-19T01:00:00.000Z
USC,Pac-12,2017,USC vs UCLA,USC,UCLA,28,23,2017-11-19T01:00:00.000Z
Washington,Pac-12,2017,Washington vs Utah,Washington,Utah,33,30,2017-11-19T03:30:00.000Z
Mississippi State,SEC,2017,Mississippi State vs Ole Miss,Mississippi State,Ole Miss,28,31,2017-11-24T00:30:00.000Z
Arkansas,SEC,2017,Arkansas vs Missouri,Arkansas,Missouri,45,48,2017-11-24T19:30:00.000Z
UCLA,Pac-12,2017,UCLA vs California,UCLA,California,30,27,2017-11-25T03:30:00.000Z
Georgia Tech,ACC,2017,Georgia Tech vs Georgia,Georgia Tech,Georgia,7,38,2017-11-25T17:00:00.000Z
Kentucky,SEC,2017,Kentucky vs Louisville,Kentucky,Louisville,17,44,2017-11-25T17:00:00.000Z
Florida,SEC,2017,Florida vs Florida State,Florida,Florida State,22,38,2017-11-25T17:00:00.000Z
Auburn,SEC,2017,Auburn vs Alabama,Auburn,Alabama,26,14,2017-11-25T20:30:00.000Z
Tennessee,SEC,2017,Tennessee vs Vanderbilt,Tennessee,Vanderbilt,24,42,2017-11-25T21:00:00.000Z
Arizona State,Pac-12,2017,Arizona State vs Arizona,Arizona State,Arizona,42,30,2017-11-25T21:30:00.000Z
Oregon,Pac-12,2017,Oregon vs Oregon State,Oregon,Oregon State,69,10,2017-11-26T00:00:00.000Z
South Carolina,SEC,2017,South Carolina vs Clemson,South Carolina,Clemson,10,34,2017-11-26T00:30:00.000Z
LSU,SEC,2017,LSU vs Texas A&M,LSU,Texas A&M,45,21,2017-11-26T00:30:00.000Z
Washington,Pac-12,2017,Washington vs Washington State,Washington,Washington State,41,14,2017-11-26T01:00:00.000Z
Stanford,Pac-12,2017,Stanford vs Notre Dame,Stanford,Notre Dame,38,20,2017-11-26T01:00:00.000Z
Utah,Pac-12,2017,Utah vs Colorado,Utah,Colorado,34,13,2017-11-26T03:00:00.000Z
USC,Pac-12,2017,USC vs Stanford,USC,Stanford,31,28,2017-12-02T01:00:00.000Z
Auburn,SEC,2017,Auburn vs Georgia,Auburn,Georgia,7,28,2017-12-02T21:00:00.000Z
Utah,Pac-12,2018,Utah vs Weber State,Utah,Weber State,41,10,2018-08-31T00:00:00.000Z
Texas A&M,SEC,2018,Texas A&M vs Northwestern State,Texas A&M,Northwestern State,59,7,2018-08-31T00:30:00.000Z
Stanford,Pac-12,2018,Stanford vs San Diego State,Stanford,San Diego State,31,10,2018-09-01T01:00:00.000Z
Colorado State,Mountain West,2018,Colorado State vs Colorado,Colorado State,Colorado,13,45,2018-09-01T01:30:00.000Z
South Carolina,SEC,2018,South Carolina vs Coastal Carolina,South Carolina,Coastal Carolina,49,15,2018-09-01T16:00:00.000Z
Texas Tech,Big 12,2018,Texas Tech vs Ole Miss,Texas Tech,Ole Miss,27,47,2018-09-01T16:00:00.000Z
Ohio State,Big Ten,2018,Ohio State vs Oregon State,Ohio State,Oregon State,77,31,2018-09-01T16:00:00.000Z
Auburn,SEC,2018,Auburn vs Washington,Auburn,Washington,21,16,2018-09-01T19:30:00.000Z
Tennessee,SEC,2018,Tennessee vs West Virginia,Tennessee,West Virginia,14,40,2018-09-01T19:30:00.000Z
Kentucky,SEC,2018,Kentucky vs Central Michigan,Kentucky,Central Michigan,35,20,2018-09-01T19:30:00.000Z
Wyoming,Mountain West,2018,Wyoming vs Washington State,Wyoming,Washington State,19,41,2018-09-01T19:30:00.000Z
Georgia,SEC,2018,Georgia vs Austin Peay,Georgia,Austin Peay,45,0,2018-09-01T19:30:00.000Z
USC,Pac-12,2018,USC vs UNLV,USC,UNLV,43,21,2018-09-01T20:00:00.000Z
California,Pac-12,2018,California vs North Carolina,California,North Carolina,24,17,2018-09-01T20:00:00.000Z
Missouri,SEC,2018,Missouri vs UT Martin,Missouri,UT Martin,51,14,2018-09-01T20:00:00.000Z
Arkansas,SEC,2018,Arkansas vs Eastern Illinois,Arkansas,Eastern Illinois,55,20,2018-09-01T20:00:00.000Z
UCLA,Pac-12,2018,UCLA vs Cincinnati,UCLA,Cincinnati,17,26,2018-09-01T23:00:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Stephen F. Austin,Mississippi State,Stephen F. Austin,63,6,2018-09-01T23:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Middle Tennessee,Vanderbilt,Middle Tennessee,35,7,2018-09-01T23:30:00.000Z
Florida,SEC,2018,Florida vs Charleston Southern,Florida,Charleston Southern,53,6,2018-09-01T23:30:00.000Z
Alabama,SEC,2018,Alabama vs Louisville,Alabama,Louisville,51,14,2018-09-02T00:00:00.000Z
Oregon,Pac-12,2018,Oregon vs Bowling Green,Oregon,Bowling Green,58,24,2018-09-02T00:00:00.000Z
Arizona State,Pac-12,2018,Arizona State vs UTSA,Arizona State,UTSA,49,7,2018-09-02T02:30:00.000Z
Arizona,Pac-12,2018,Arizona vs BYU,Arizona,BYU,23,28,2018-09-02T02:45:00.000Z
LSU,SEC,2018,LSU vs Miami,LSU,Miami,33,17,2018-09-02T23:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Nevada,Vanderbilt,Nevada,41,10,2018-09-08T16:00:00.000Z
Kansas State,Big 12,2018,Kansas State vs Mississippi State,Kansas State,Mississippi State,10,31,2018-09-08T16:00:00.000Z
Houston,American Athletic,2018,Houston vs Arizona,Houston,Arizona,45,18,2018-09-08T16:00:00.000Z
Oklahoma,Big 12,2018,Oklahoma vs UCLA,Oklahoma,UCLA,49,21,2018-09-08T17:00:00.000Z
Oregon,Pac-12,2018,Oregon vs Portland State,Oregon,Portland State,62,14,2018-09-08T18:00:00.000Z
Nebraska,Big Ten,2018,Nebraska vs Colorado,Nebraska,Colorado,28,33,2018-09-08T19:30:00.000Z
South Carolina,SEC,2018,South Carolina vs Georgia,South Carolina,Georgia,17,41,2018-09-08T19:30:00.000Z
Alabama,SEC,2018,Alabama vs Arkansas State,Alabama,Arkansas State,57,7,2018-09-08T19:30:00.000Z
Ole Miss,SEC,2018,Ole Miss vs Southern Illinois,Ole Miss,Southern Illinois,76,41,2018-09-08T20:00:00.000Z
Tennessee,SEC,2018,Tennessee vs East Tennessee State,Tennessee,East Tennessee State,59,3,2018-09-08T20:00:00.000Z
Washington,Pac-12,2018,Washington vs North Dakota,Washington,North Dakota,45,3,2018-09-08T21:00:00.000Z
Missouri,SEC,2018,Missouri vs Wyoming,Missouri,Wyoming,40,13,2018-09-08T23:00:00.000Z
LSU,SEC,2018,LSU vs SE Louisiana,LSU,SE Louisiana,31,0,2018-09-08T23:00:00.000Z
Texas A&M,SEC,2018,Texas A&M vs Clemson,Texas A&M,Clemson,26,28,2018-09-08T23:00:00.000Z
Colorado State,Mountain West,2018,Colorado State vs Arkansas,Colorado State,Arkansas,34,27,2018-09-08T23:30:00.000Z
Auburn,SEC,2018,Auburn vs Alabama State,Auburn,Alabama State,63,9,2018-09-08T23:30:00.000Z
Northern Illinois,Mid-American,2018,Northern Illinois vs Utah,Northern Illinois,Utah,6,17,2018-09-08T23:30:00.000Z
Florida,SEC,2018,Florida vs Kentucky,Florida,Kentucky,16,27,2018-09-08T23:30:00.000Z
Oregon State,Pac-12,2018,Oregon State vs Southern Utah,Oregon State,Southern Utah,48,25,2018-09-09T00:00:00.000Z
Stanford,Pac-12,2018,Stanford vs USC,Stanford,USC,17,3,2018-09-09T00:30:00.000Z
BYU,FBS Independents,2018,BYU vs California,BYU,California,18,21,2018-09-09T02:15:00.000Z
Arizona State,Pac-12,2018,Arizona State vs Michigan State,Arizona State,Michigan State,16,13,2018-09-09T02:45:00.000Z
Washington State,Pac-12,2018,Washington State vs San José State,Washington State,San José State,31,0,2018-09-09T03:00:00.000Z
Georgia,SEC,2018,Georgia vs Middle Tennessee,Georgia,Middle Tennessee,49,7,2018-09-15T16:00:00.000Z
Tennessee,SEC,2018,Tennessee vs UTEP,Tennessee,UTEP,24,0,2018-09-15T16:00:00.000Z
Kentucky,SEC,2018,Kentucky vs Murray State,Kentucky,Murray State,48,10,2018-09-15T16:00:00.000Z
Stanford,Pac-12,2018,Stanford vs UC Davis,Stanford,UC Davis,30,10,2018-09-15T18:00:00.000Z
Notre Dame,FBS Independents,2018,Notre Dame vs Vanderbilt,Notre Dame,Vanderbilt,22,17,2018-09-15T18:30:00.000Z
Auburn,SEC,2018,Auburn vs LSU,Auburn,LSU,21,22,2018-09-15T19:30:00.000Z
Florida,SEC,2018,Florida vs Colorado State,Florida,Colorado State,48,10,2018-09-15T20:00:00.000Z
Arkansas,SEC,2018,Arkansas vs North Texas,Arkansas,North Texas,17,44,2018-09-15T20:00:00.000Z
Colorado,Pac-12,2018,Colorado vs New Hampshire,Colorado,New Hampshire,45,14,2018-09-15T21:00:00.000Z
Oregon,Pac-12,2018,Oregon vs San José State,Oregon,San José State,35,22,2018-09-15T21:00:00.000Z
California,Pac-12,2018,California vs Idaho State,California,Idaho State,45,23,2018-09-15T22:00:00.000Z
Nevada,Mountain West,2018,Nevada vs Oregon State,Nevada,Oregon State,37,35,2018-09-15T23:00:00.000Z
Ole Miss,SEC,2018,Ole Miss vs Alabama,Ole Miss,Alabama,7,62,2018-09-15T23:00:00.000Z
Purdue,Big Ten,2018,Purdue vs Missouri,Purdue,Missouri,37,40,2018-09-15T23:30:00.000Z
Texas A&M,SEC,2018,Texas A&M vs UL Monroe,Texas A&M,UL Monroe,48,10,2018-09-15T23:30:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Louisiana,Mississippi State,Louisiana,56,10,2018-09-15T23:30:00.000Z
Washington State,Pac-12,2018,Washington State vs Eastern Washington,Washington State,Eastern Washington,59,24,2018-09-16T00:00:00.000Z
Texas,Big 12,2018,Texas vs USC,Texas,USC,37,14,2018-09-16T00:00:00.000Z
Utah,Pac-12,2018,Utah vs Washington,Utah,Washington,7,21,2018-09-16T02:10:00.000Z
San Diego State,Mountain West,2018,San Diego State vs Arizona State,San Diego State,Arizona State,28,21,2018-09-16T02:30:00.000Z
UCLA,Pac-12,2018,UCLA vs Fresno State,UCLA,Fresno State,14,38,2018-09-16T02:30:00.000Z
Arizona,Pac-12,2018,Arizona vs Southern Utah,Arizona,Southern Utah,62,31,2018-09-16T03:00:00.000Z
USC,Pac-12,2018,USC vs Washington State,USC,Washington State,39,36,2018-09-22T02:30:00.000Z
Ole Miss,SEC,2018,Ole Miss vs Kent State,Ole Miss,Kent State,38,17,2018-09-22T16:00:00.000Z
Missouri,SEC,2018,Missouri vs Georgia,Missouri,Georgia,29,43,2018-09-22T16:00:00.000Z
Alabama,SEC,2018,Alabama vs Texas A&M,Alabama,Texas A&M,45,23,2018-09-22T19:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs South Carolina,Vanderbilt,South Carolina,14,37,2018-09-22T20:00:00.000Z
Oregon State,Pac-12,2018,Oregon State vs Arizona,Oregon State,Arizona,14,35,2018-09-22T20:00:00.000Z
Tennessee,SEC,2018,Tennessee vs Florida,Tennessee,Florida,21,47,2018-09-22T23:00:00.000Z
Kentucky,SEC,2018,Kentucky vs Mississippi State,Kentucky,Mississippi State,28,7,2018-09-22T23:00:00.000Z
LSU,SEC,2018,LSU vs Louisiana Tech,LSU,Louisiana Tech,38,21,2018-09-22T23:00:00.000Z
Auburn,SEC,2018,Auburn vs Arkansas,Auburn,Arkansas,34,3,2018-09-22T23:30:00.000Z
Oregon,Pac-12,2018,Oregon vs Stanford,Oregon,Stanford,31,38,2018-09-23T00:00:00.000Z
Washington,Pac-12,2018,Washington vs Arizona State,Washington,Arizona State,27,20,2018-09-23T02:30:00.000Z
Colorado,Pac-12,2018,Colorado vs UCLA,Colorado,UCLA,38,16,2018-09-29T01:00:00.000Z
Alabama,SEC,2018,Alabama vs Louisiana,Alabama,Louisiana,56,14,2018-09-29T16:00:00.000Z
Texas A&M,SEC,2018,Texas A&M vs Arkansas,Texas A&M,Arkansas,24,17,2018-09-29T16:00:00.000Z
Georgia,SEC,2018,Georgia vs Tennessee,Georgia,Tennessee,38,12,2018-09-29T19:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Tennessee State,Vanderbilt,Tennessee State,31,27,2018-09-29T20:00:00.000Z
Auburn,SEC,2018,Auburn vs Southern Miss,Auburn,Southern Miss,24,13,2018-09-29T20:00:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Florida,Mississippi State,Florida,6,13,2018-09-29T22:00:00.000Z
Washington State,Pac-12,2018,Washington State vs Utah,Washington State,Utah,28,24,2018-09-29T22:00:00.000Z
Notre Dame,FBS Independents,2018,Notre Dame vs Stanford,Notre Dame,Stanford,38,17,2018-09-29T23:30:00.000Z
Kentucky,SEC,2018,Kentucky vs South Carolina,Kentucky,South Carolina,24,10,2018-09-29T23:30:00.000Z
Washington,Pac-12,2018,Washington vs BYU,Washington,BYU,35,7,2018-09-30T00:30:00.000Z
LSU,SEC,2018,LSU vs Ole Miss,LSU,Ole Miss,45,16,2018-09-30T01:00:00.000Z
Arizona State,Pac-12,2018,Arizona State vs Oregon State,Arizona State,Oregon State,52,24,2018-09-30T02:00:00.000Z
California,Pac-12,2018,California vs Oregon,California,Oregon,24,42,2018-09-30T02:30:00.000Z
Arizona,Pac-12,2018,Arizona vs USC,Arizona,USC,20,24,2018-09-30T02:30:00.000Z
South Carolina,SEC,2018,South Carolina vs Missouri,South Carolina,Missouri,37,35,2018-10-06T16:00:00.000Z
Arkansas,SEC,2018,Arkansas vs Alabama,Arkansas,Alabama,31,65,2018-10-06T16:00:00.000Z
Florida,SEC,2018,Florida vs LSU,Florida,LSU,27,19,2018-10-06T19:30:00.000Z
Colorado,Pac-12,2018,Colorado vs Arizona State,Colorado,Arizona State,28,21,2018-10-06T20:00:00.000Z
Ole Miss,SEC,2018,Ole Miss vs UL Monroe,Ole Miss,UL Monroe,70,21,2018-10-06T20:00:00.000Z
Texas A&M,SEC,2018,Texas A&M vs Kentucky,Texas A&M,Kentucky,20,14,2018-10-06T23:00:00.000Z
Georgia,SEC,2018,Georgia vs Vanderbilt,Georgia,Vanderbilt,41,13,2018-10-06T23:30:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Auburn,Mississippi State,Auburn,23,9,2018-10-06T23:30:00.000Z
UCLA,Pac-12,2018,UCLA vs Washington,UCLA,Washington,24,31,2018-10-06T23:30:00.000Z
Oregon State,Pac-12,2018,Oregon State vs Washington State,Oregon State,Washington State,37,56,2018-10-07T01:00:00.000Z
Arizona,Pac-12,2018,Arizona vs California,Arizona,California,24,17,2018-10-07T02:00:00.000Z
Stanford,Pac-12,2018,Stanford vs Utah,Stanford,Utah,21,40,2018-10-07T02:30:00.000Z
Utah,Pac-12,2018,Utah vs Arizona,Utah,Arizona,42,10,2018-10-13T02:00:00.000Z
Auburn,SEC,2018,Auburn vs Tennessee,Auburn,Tennessee,24,30,2018-10-13T16:00:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Florida,Vanderbilt,Florida,27,37,2018-10-13T16:00:00.000Z
LSU,SEC,2018,LSU vs Georgia,LSU,Georgia,36,16,2018-10-13T19:30:00.000Z
Oregon,Pac-12,2018,Oregon vs Washington,Oregon,Washington,30,27,2018-10-13T19:30:00.000Z
South Carolina,SEC,2018,South Carolina vs Texas A&M,South Carolina,Texas A&M,23,26,2018-10-13T19:30:00.000Z
Alabama,SEC,2018,Alabama vs Missouri,Alabama,Missouri,39,10,2018-10-13T23:00:00.000Z
California,Pac-12,2018,California vs UCLA,California,UCLA,7,30,2018-10-13T23:00:00.000Z
Arkansas,SEC,2018,Arkansas vs Ole Miss,Arkansas,Ole Miss,33,37,2018-10-13T23:30:00.000Z
USC,Pac-12,2018,USC vs Colorado,USC,Colorado,31,20,2018-10-14T02:30:00.000Z
Arizona State,Pac-12,2018,Arizona State vs Stanford,Arizona State,Stanford,13,20,2018-10-19T01:00:00.000Z
Ole Miss,SEC,2018,Ole Miss vs Auburn,Ole Miss,Auburn,16,31,2018-10-20T16:00:00.000Z
Arkansas,SEC,2018,Arkansas vs Tulsa,Arkansas,Tulsa,23,0,2018-10-20T16:00:00.000Z
Tennessee,SEC,2018,Tennessee vs Alabama,Tennessee,Alabama,21,58,2018-10-20T19:30:00.000Z
Washington,Pac-12,2018,Washington vs Colorado,Washington,Colorado,27,13,2018-10-20T19:30:00.000Z
Missouri,SEC,2018,Missouri vs Memphis,Missouri,Memphis,65,33,2018-10-20T20:00:00.000Z
Oregon State,Pac-12,2018,Oregon State vs California,Oregon State,California,7,49,2018-10-20T20:00:00.000Z
LSU,SEC,2018,LSU vs Mississippi State,LSU,Mississippi State,19,3,2018-10-20T23:00:00.000Z
Kentucky,SEC,2018,Kentucky vs Vanderbilt,Kentucky,Vanderbilt,14,7,2018-10-20T23:30:00.000Z
Washington State,Pac-12,2018,Washington State vs Oregon,Washington State,Oregon,34,20,2018-10-20T23:30:00.000Z
Utah,Pac-12,2018,Utah vs USC,Utah,USC,41,28,2018-10-21T00:00:00.000Z
UCLA,Pac-12,2018,UCLA vs Arizona,UCLA,Arizona,31,30,2018-10-21T02:30:00.000Z
UCLA,Pac-12,2018,UCLA vs Utah,UCLA,Utah,10,41,2018-10-27T02:30:00.000Z
Arkansas,SEC,2018,Arkansas vs Vanderbilt,Arkansas,Vanderbilt,31,45,2018-10-27T16:00:00.000Z
Colorado,Pac-12,2018,Colorado vs Oregon State,Colorado,Oregon State,34,41,2018-10-27T19:00:00.000Z
USC,Pac-12,2018,USC vs Arizona State,USC,Arizona State,35,38,2018-10-27T19:30:00.000Z
Georgia,SEC,2018,Georgia vs Florida,Georgia,Florida,36,17,2018-10-27T19:30:00.000Z
Missouri,SEC,2018,Missouri vs Kentucky,Missouri,Kentucky,14,15,2018-10-27T20:00:00.000Z
California,Pac-12,2018,California vs Washington,California,Washington,12,10,2018-10-27T22:30:00.000Z
Stanford,Pac-12,2018,Stanford vs Washington State,Stanford,Washington State,38,41,2018-10-27T23:00:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Texas A&M,Mississippi State,Texas A&M,28,13,2018-10-27T23:00:00.000Z
South Carolina,SEC,2018,South Carolina vs Tennessee,South Carolina,Tennessee,27,24,2018-10-27T23:30:00.000Z
Arizona,Pac-12,2018,Arizona vs Oregon,Arizona,Oregon,44,15,2018-10-28T02:30:00.000Z
Arizona,Pac-12,2018,Arizona vs Colorado,Arizona,Colorado,42,34,2018-11-03T02:30:00.000Z
Auburn,SEC,2018,Auburn vs Texas A&M,Auburn,Texas A&M,28,24,2018-11-03T16:00:00.000Z
Ole Miss,SEC,2018,Ole Miss vs South Carolina,Ole Miss,South Carolina,44,48,2018-11-03T16:00:00.000Z
Kentucky,SEC,2018,Kentucky vs Georgia,Kentucky,Georgia,17,34,2018-11-03T19:30:00.000Z
Florida,SEC,2018,Florida vs Missouri,Florida,Missouri,17,38,2018-11-03T20:00:00.000Z
Arizona State,Pac-12,2018,Arizona State vs Utah,Arizona State,Utah,38,20,2018-11-03T20:00:00.000Z
Tennessee,SEC,2018,Tennessee vs Charlotte,Tennessee,Charlotte,14,3,2018-11-03T20:00:00.000Z
Oregon,Pac-12,2018,Oregon vs UCLA,Oregon,UCLA,42,21,2018-11-03T23:30:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Louisiana Tech,Mississippi State,Louisiana Tech,45,3,2018-11-03T23:30:00.000Z
LSU,SEC,2018,LSU vs Alabama,LSU,Alabama,0,29,2018-11-04T00:00:00.000Z
Washington,Pac-12,2018,Washington vs Stanford,Washington,Stanford,27,23,2018-11-04T01:00:00.000Z
Oregon State,Pac-12,2018,Oregon State vs USC,Oregon State,USC,21,38,2018-11-04T02:00:00.000Z
Washington State,Pac-12,2018,Washington State vs California,Washington State,California,19,13,2018-11-04T02:45:00.000Z
Missouri,SEC,2018,Missouri vs Vanderbilt,Missouri,Vanderbilt,33,28,2018-11-10T17:00:00.000Z
Texas A&M,SEC,2018,Texas A&M vs Ole Miss,Texas A&M,Ole Miss,38,24,2018-11-10T17:00:00.000Z
Florida,SEC,2018,Florida vs South Carolina,Florida,South Carolina,35,31,2018-11-10T17:00:00.000Z
Arizona State,Pac-12,2018,Arizona State vs UCLA,Arizona State,UCLA,31,28,2018-11-10T19:00:00.000Z
Alabama,SEC,2018,Alabama vs Mississippi State,Alabama,Mississippi State,24,0,2018-11-10T20:30:00.000Z
Colorado,Pac-12,2018,Colorado vs Washington State,Colorado,Washington State,7,31,2018-11-10T20:30:00.000Z
Tennessee,SEC,2018,Tennessee vs Kentucky,Tennessee,Kentucky,24,7,2018-11-10T20:30:00.000Z
Utah,Pac-12,2018,Utah vs Oregon,Utah,Oregon,32,25,2018-11-10T22:30:00.000Z
Georgia,SEC,2018,Georgia vs Auburn,Georgia,Auburn,27,10,2018-11-11T00:00:00.000Z
Arkansas,SEC,2018,Arkansas vs LSU,Arkansas,LSU,17,24,2018-11-11T00:30:00.000Z
Stanford,Pac-12,2018,Stanford vs Oregon State,Stanford,Oregon State,48,17,2018-11-11T02:00:00.000Z
USC,Pac-12,2018,USC vs California,USC,California,14,15,2018-11-11T03:30:00.000Z
Alabama,SEC,2018,Alabama vs The Citadel,Alabama,The Citadel,50,17,2018-11-17T17:00:00.000Z
Kentucky,SEC,2018,Kentucky vs Middle Tennessee,Kentucky,Middle Tennessee,34,23,2018-11-17T17:00:00.000Z
Mississippi State,SEC,2018,Mississippi State vs Arkansas,Mississippi State,Arkansas,52,6,2018-11-17T17:00:00.000Z
Florida,SEC,2018,Florida vs Idaho,Florida,Idaho,63,10,2018-11-17T17:00:00.000Z
Colorado,Pac-12,2018,Colorado vs Utah,Colorado,Utah,7,30,2018-11-17T18:30:00.000Z
Tennessee,SEC,2018,Tennessee vs Missouri,Tennessee,Missouri,17,50,2018-11-17T20:30:00.000Z
UCLA,Pac-12,2018,UCLA vs USC,UCLA,USC,34,27,2018-11-17T20:30:00.000Z
Georgia,SEC,2018,Georgia vs Massachusetts,Georgia,Massachusetts,66,27,2018-11-17T21:00:00.000Z
Auburn,SEC,2018,Auburn vs Liberty,Auburn,Liberty,53,0,2018-11-17T21:00:00.000Z
Washington,Pac-12,2018,Washington vs Oregon State,Washington,Oregon State,42,23,2018-11-17T21:30:00.000Z
Texas A&M,SEC,2018,Texas A&M vs UAB,Texas A&M,UAB,41,20,2018-11-18T00:00:00.000Z
LSU,SEC,2018,LSU vs Rice,LSU,Rice,42,10,2018-11-18T00:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Ole Miss,Vanderbilt,Ole Miss,36,29,2018-11-18T00:30:00.000Z
South Carolina,SEC,2018,South Carolina vs Chattanooga,South Carolina,Chattanooga,49,9,2018-11-18T00:30:00.000Z
Washington State,Pac-12,2018,Washington State vs Arizona,Washington State,Arizona,69,28,2018-11-18T03:30:00.000Z
Oregon,Pac-12,2018,Oregon vs Arizona State,Oregon,Arizona State,31,29,2018-11-18T03:30:00.000Z
Ole Miss,SEC,2018,Ole Miss vs Mississippi State,Ole Miss,Mississippi State,3,35,2018-11-23T00:30:00.000Z
Missouri,SEC,2018,Missouri vs Arkansas,Missouri,Arkansas,38,0,2018-11-23T19:30:00.000Z
Oregon State,Pac-12,2018,Oregon State vs Oregon,Oregon State,Oregon,15,55,2018-11-23T21:00:00.000Z
Washington State,Pac-12,2018,Washington State vs Washington,Washington State,Washington,15,28,2018-11-24T01:30:00.000Z
Georgia,SEC,2018,Georgia vs Georgia Tech,Georgia,Georgia Tech,45,21,2018-11-24T17:00:00.000Z
Florida State,ACC,2018,Florida State vs Florida,Florida State,Florida,14,41,2018-11-24T17:00:00.000Z
UCLA,Pac-12,2018,UCLA vs Stanford,UCLA,Stanford,42,49,2018-11-24T20:00:00.000Z
Alabama,SEC,2018,Alabama vs Auburn,Alabama,Auburn,52,21,2018-11-24T20:30:00.000Z
Arizona,Pac-12,2018,Arizona vs Arizona State,Arizona,Arizona State,40,41,2018-11-24T20:30:00.000Z
Vanderbilt,SEC,2018,Vanderbilt vs Tennessee,Vanderbilt,Tennessee,38,13,2018-11-24T21:00:00.000Z
California,Pac-12,2018,California vs Colorado,California,Colorado,33,21,2018-11-25T00:00:00.000Z
Clemson,ACC,2018,Clemson vs South Carolina,Clemson,South Carolina,56,35,2018-11-25T00:00:00.000Z
Louisville,ACC,2018,Louisville vs Kentucky,Louisville,Kentucky,10,56,2018-11-25T00:00:00.000Z
